"top","degs","seed","train","test","ntimes","avgtime"
-1,560,1000,100,77.14,10,0.39779
-1,560,2000,100,78.57,10,0.4886
-1,560,3000,100,77.14,10,0.50252
-1,560,4000,100,81.43,10,0.44294
-1,560,5000,100,67.14,10,0.39235
-1,560,6000,100,74.28,10,0.39214
-1,560,7000,100,74.28,10,0.40165
-1,560,8000,100,70,10,0.3783
-1,560,9000,100,74.29,10,0.38266
-1,560,10000,100,70,10,0.38143
