"top","degs","seed","train","test","ntimes","avgtime"
-1,560,1000,96.43,58.57,10,0.20591
-1,560,2000,95.36,57.14,10,0.2162
-1,560,3000,95.36,44.29,10,0.18348
-1,560,4000,95.36,42.86,10,0.18557
-1,560,5000,95.36,48.57,10,0.1897
-1,560,6000,95.72,48.57,10,0.18823
-1,560,7000,95,51.43,10,0.19369
-1,560,8000,95.72,52.86,10,0.18847
-1,560,9000,93.93,60,10,0.212
-1,560,10000,96.07,54.29,10,0.18653
