"top","degs","seed","train","test","ntimes","avgtime"
-1,560,1000,100,75.71,100,0.38988
-1,560,2000,100,74.14,100,0.38528
-1,560,3000,100,75.71,100,0.38562
-1,560,4000,100,72,100,0.38848
-1,560,5000,100,74.28,100,0.39004
-1,560,6000,100,75.28,100,0.39498
-1,560,7000,100,74.14,100,0.38813
-1,560,8000,100,73.14,100,0.38747
-1,560,9000,100,73.71,100,0.39458
-1,560,10000,100,73.57,100,0.39115
